"","Date","Respondent","Code","Type","Timezone","Value","Units"
"294",2020-02-18,"Tennessee Valley Authority","TVA","Demand","Eastern","398227","megawatthours"
"295",2020-02-19,"Duke Energy Progress East","CPLE","Demand","Eastern","155325","megawatthours"
"296",2020-02-19,"Duke Energy Carolinas","DUK","Demand","Eastern","275381","megawatthours"
"297",2020-02-19,"New York Independent System Operator","NYIS","Demand","Eastern","416059","megawatthours"
"298",2020-02-19,"PJM Interconnection, LLC","PJM","Demand","Eastern","2180354","megawatthours"
"299",2020-02-19,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","572211","megawatthours"
"300",2020-02-19,"Tennessee Valley Authority","TVA","Demand","Eastern","441889","megawatthours"
"301",2020-02-20,"Duke Energy Progress East","CPLE","Demand","Eastern","196099","megawatthours"
"302",2020-02-20,"Duke Energy Carolinas","DUK","Demand","Eastern","324081","megawatthours"
"303",2020-02-20,"New York Independent System Operator","NYIS","Demand","Eastern","438932","megawatthours"
"304",2020-02-20,"PJM Interconnection, LLC","PJM","Demand","Eastern","2401688","megawatthours"
"305",2020-02-20,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","657667","megawatthours"
"306",2020-02-20,"Tennessee Valley Authority","TVA","Demand","Eastern","489172","megawatthours"
"307",2020-02-21,"Duke Energy Progress East","CPLE","Demand","Eastern","224956","megawatthours"
"308",2020-02-21,"Duke Energy Carolinas","DUK","Demand","Eastern","335960","megawatthours"
"309",2020-02-21,"New York Independent System Operator","NYIS","Demand","Eastern","440743","megawatthours"
"310",2020-02-21,"PJM Interconnection, LLC","PJM","Demand","Eastern","2431470","megawatthours"
"311",2020-02-21,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","709041","megawatthours"
"312",2020-02-21,"Tennessee Valley Authority","TVA","Demand","Eastern","518723","megawatthours"
"313",2020-02-22,"Duke Energy Progress East","CPLE","Demand","Eastern","206925","megawatthours"
"314",2020-02-22,"Duke Energy Carolinas","DUK","Demand","Eastern","311313","megawatthours"
"315",2020-02-22,"New York Independent System Operator","NYIS","Demand","Eastern","397737","megawatthours"
"316",2020-02-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2163933","megawatthours"
"317",2020-02-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","685596","megawatthours"
"318",2020-02-22,"Tennessee Valley Authority","TVA","Demand","Eastern","475741","megawatthours"
"319",2020-02-23,"Duke Energy Progress East","CPLE","Demand","Eastern","175091","megawatthours"
"320",2020-02-23,"Duke Energy Carolinas","DUK","Demand","Eastern","278488","megawatthours"
"321",2020-02-23,"New York Independent System Operator","NYIS","Demand","Eastern","376711","megawatthours"
"322",2020-02-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","2022572","megawatthours"
"323",2020-02-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","625502","megawatthours"
"324",2020-02-23,"Tennessee Valley Authority","TVA","Demand","Eastern","430032","megawatthours"
"325",2020-02-24,"Duke Energy Progress East","CPLE","Demand","Eastern","164710","megawatthours"
"326",2020-02-24,"Duke Energy Carolinas","DUK","Demand","Eastern","284796","megawatthours"
"327",2020-02-24,"New York Independent System Operator","NYIS","Demand","Eastern","396988","megawatthours"
"328",2020-02-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","2137085","megawatthours"
"329",2020-02-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","611989","megawatthours"
"330",2020-02-24,"Tennessee Valley Authority","TVA","Demand","Eastern","439114","megawatthours"
"331",2020-02-25,"Duke Energy Progress East","CPLE","Demand","Eastern","147347","megawatthours"
"332",2020-02-25,"Duke Energy Carolinas","DUK","Demand","Eastern","267651","megawatthours"
"333",2020-02-25,"New York Independent System Operator","NYIS","Demand","Eastern","403968","megawatthours"
"334",2020-02-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2114707","megawatthours"
"335",2020-02-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","566063","megawatthours"
"336",2020-02-25,"Tennessee Valley Authority","TVA","Demand","Eastern","404906","megawatthours"
"337",2020-02-26,"Duke Energy Progress East","CPLE","Demand","Eastern","139391","megawatthours"
"338",2020-02-26,"Duke Energy Carolinas","DUK","Demand","Eastern","266990","megawatthours"
"339",2020-02-26,"New York Independent System Operator","NYIS","Demand","Eastern","410856","megawatthours"
"340",2020-02-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2144355","megawatthours"
"341",2020-02-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","603722","megawatthours"
"342",2020-02-26,"Tennessee Valley Authority","TVA","Demand","Eastern","454546","megawatthours"
"343",2020-02-27,"Duke Energy Progress East","CPLE","Demand","Eastern","162474","megawatthours"
"344",2020-02-27,"Duke Energy Carolinas","DUK","Demand","Eastern","302317","megawatthours"
"345",2020-02-27,"New York Independent System Operator","NYIS","Demand","Eastern","422754","megawatthours"
"346",2020-02-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","2314037","megawatthours"
"347",2020-02-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","687795","megawatthours"
"348",2020-02-27,"Tennessee Valley Authority","TVA","Demand","Eastern","493060","megawatthours"
"349",2020-02-28,"Duke Energy Progress East","CPLE","Demand","Eastern","181341","megawatthours"
"350",2020-02-28,"Duke Energy Carolinas","DUK","Demand","Eastern","313981","megawatthours"
"351",2020-02-28,"New York Independent System Operator","NYIS","Demand","Eastern","434930","megawatthours"
"352",2020-02-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","2331318","megawatthours"
"353",2020-02-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","690430","megawatthours"
"354",2020-02-28,"Tennessee Valley Authority","TVA","Demand","Eastern","473201","megawatthours"
"355",2020-02-29,"Duke Energy Progress East","CPLE","Demand","Eastern","171583","megawatthours"
"356",2020-02-29,"Duke Energy Carolinas","DUK","Demand","Eastern","294996","megawatthours"
"357",2020-02-29,"New York Independent System Operator","NYIS","Demand","Eastern","414052","megawatthours"
"358",2020-02-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","2236326","megawatthours"
"359",2020-02-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","617288","megawatthours"
"360",2020-02-29,"Tennessee Valley Authority","TVA","Demand","Eastern","439858","megawatthours"
"361",2020-03-01,"Duke Energy Progress East","CPLE","Demand","Eastern","174101","megawatthours"
"362",2020-03-01,"Duke Energy Carolinas","DUK","Demand","Eastern","288045","megawatthours"
"363",2020-03-01,"New York Independent System Operator","NYIS","Demand","Eastern","397138","megawatthours"
"364",2020-03-01,"PJM Interconnection, LLC","PJM","Demand","Eastern","2097903","megawatthours"
"365",2020-03-01,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","591278","megawatthours"
"366",2020-03-01,"Tennessee Valley Authority","TVA","Demand","Eastern","411581","megawatthours"
"367",2020-03-02,"Duke Energy Progress East","CPLE","Demand","Eastern","155934","megawatthours"
"368",2020-03-02,"Duke Energy Carolinas","DUK","Demand","Eastern","279075","megawatthours"
"369",2020-03-02,"New York Independent System Operator","NYIS","Demand","Eastern","404208","megawatthours"
"370",2020-03-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","2092905","megawatthours"
"371",2020-03-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","583603","megawatthours"
"372",2020-03-02,"Tennessee Valley Authority","TVA","Demand","Eastern","396343","megawatthours"
"373",2020-03-03,"Duke Energy Progress East","CPLE","Demand","Eastern","138787","megawatthours"
"374",2020-03-03,"Duke Energy Carolinas","DUK","Demand","Eastern","261383","megawatthours"
"375",2020-03-03,"New York Independent System Operator","NYIS","Demand","Eastern","391910","megawatthours"
"376",2020-03-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","2030637","megawatthours"
"377",2020-03-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","552193","megawatthours"
"378",2020-03-03,"Tennessee Valley Authority","TVA","Demand","Eastern","366766","megawatthours"
"379",2020-03-04,"Duke Energy Progress East","CPLE","Demand","Eastern","143394","megawatthours"
"380",2020-03-04,"Duke Energy Carolinas","DUK","Demand","Eastern","263574","megawatthours"
"381",2020-03-04,"New York Independent System Operator","NYIS","Demand","Eastern","393351","megawatthours"
"382",2020-03-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","2038122","megawatthours"
"383",2020-03-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","558410","megawatthours"
"384",2020-03-04,"Tennessee Valley Authority","TVA","Demand","Eastern","378973","megawatthours"
"385",2020-03-05,"Duke Energy Progress East","CPLE","Demand","Eastern","158049","megawatthours"
"386",2020-03-05,"Duke Energy Carolinas","DUK","Demand","Eastern","273654","megawatthours"
"387",2020-03-05,"New York Independent System Operator","NYIS","Demand","Eastern","393813","megawatthours"
"388",2020-03-05,"PJM Interconnection, LLC","PJM","Demand","Eastern","2078305","megawatthours"
"389",2020-03-05,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","590838","megawatthours"
"390",2020-03-05,"Tennessee Valley Authority","TVA","Demand","Eastern","386642","megawatthours"
"391",2020-03-06,"Duke Energy Progress East","CPLE","Demand","Eastern","159882","megawatthours"
"392",2020-03-06,"Duke Energy Carolinas","DUK","Demand","Eastern","289189","megawatthours"
"393",2020-03-06,"New York Independent System Operator","NYIS","Demand","Eastern","408751","megawatthours"
"394",2020-03-06,"PJM Interconnection, LLC","PJM","Demand","Eastern","2196649","megawatthours"
"395",2020-03-06,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","597718","megawatthours"
"396",2020-03-06,"Tennessee Valley Authority","TVA","Demand","Eastern","413905","megawatthours"
"397",2020-03-07,"Duke Energy Progress East","CPLE","Demand","Eastern","162295","megawatthours"
"398",2020-03-07,"Duke Energy Carolinas","DUK","Demand","Eastern","277428","megawatthours"
"399",2020-03-07,"New York Independent System Operator","NYIS","Demand","Eastern","380774","megawatthours"
"400",2020-03-07,"PJM Interconnection, LLC","PJM","Demand","Eastern","2031211","megawatthours"
"401",2020-03-07,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","599338","megawatthours"
"402",2020-03-07,"Tennessee Valley Authority","TVA","Demand","Eastern","413297","megawatthours"
"403",2020-03-08,"Duke Energy Progress East","CPLE","Demand","Eastern","155600","megawatthours"
"404",2020-03-08,"Duke Energy Carolinas","DUK","Demand","Eastern","259560","megawatthours"
"405",2020-03-08,"New York Independent System Operator","NYIS","Demand","Eastern","350689","megawatthours"
"406",2020-03-08,"PJM Interconnection, LLC","PJM","Demand","Eastern","1944290","megawatthours"
"407",2020-03-08,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","551496","megawatthours"
"408",2020-03-08,"Tennessee Valley Authority","TVA","Demand","Eastern","370740","megawatthours"
"409",2020-03-09,"Duke Energy Progress East","CPLE","Demand","Eastern","156403","megawatthours"
"410",2020-03-09,"Duke Energy Carolinas","DUK","Demand","Eastern","271930","megawatthours"
"411",2020-03-09,"New York Independent System Operator","NYIS","Demand","Eastern","376289","megawatthours"
"412",2020-03-09,"PJM Interconnection, LLC","PJM","Demand","Eastern","1972105","megawatthours"
"413",2020-03-09,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","572690","megawatthours"
"414",2020-03-09,"Tennessee Valley Authority","TVA","Demand","Eastern","382924","megawatthours"
"415",2020-03-10,"Duke Energy Progress East","CPLE","Demand","Eastern","136979","megawatthours"
"416",2020-03-10,"Duke Energy Carolinas","DUK","Demand","Eastern","247725","megawatthours"
"417",2020-03-10,"New York Independent System Operator","NYIS","Demand","Eastern","382426","megawatthours"
"418",2020-03-10,"PJM Interconnection, LLC","PJM","Demand","Eastern","1951239","megawatthours"
"419",2020-03-10,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","545108","megawatthours"
"420",2020-03-10,"Tennessee Valley Authority","TVA","Demand","Eastern","371410","megawatthours"
"421",2020-03-11,"Duke Energy Progress East","CPLE","Demand","Eastern","135268","megawatthours"
"422",2020-03-11,"Duke Energy Carolinas","DUK","Demand","Eastern","247291","megawatthours"
"423",2020-03-11,"New York Independent System Operator","NYIS","Demand","Eastern","384731","megawatthours"
"424",2020-03-11,"PJM Interconnection, LLC","PJM","Demand","Eastern","1985733","megawatthours"
"425",2020-03-11,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","544267","megawatthours"
"426",2020-03-11,"Tennessee Valley Authority","TVA","Demand","Eastern","377648","megawatthours"
"427",2020-03-12,"Duke Energy Progress East","CPLE","Demand","Eastern","135365","megawatthours"
"428",2020-03-12,"Duke Energy Carolinas","DUK","Demand","Eastern","246889","megawatthours"
"429",2020-03-12,"New York Independent System Operator","NYIS","Demand","Eastern","394063","megawatthours"
"430",2020-03-12,"PJM Interconnection, LLC","PJM","Demand","Eastern","1993003","megawatthours"
"431",2020-03-12,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","547916","megawatthours"
"432",2020-03-12,"Tennessee Valley Authority","TVA","Demand","Eastern","372885","megawatthours"
"433",2020-03-13,"Duke Energy Progress East","CPLE","Demand","Eastern","134116","megawatthours"
"434",2020-03-13,"Duke Energy Carolinas","DUK","Demand","Eastern","241340","megawatthours"
"435",2020-03-13,"New York Independent System Operator","NYIS","Demand","Eastern","384709","megawatthours"
"436",2020-03-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","1911912","megawatthours"
"437",2020-03-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","537239","megawatthours"
"438",2020-03-13,"Tennessee Valley Authority","TVA","Demand","Eastern","360391","megawatthours"
"439",2020-03-14,"Duke Energy Progress East","CPLE","Demand","Eastern","121596","megawatthours"
"440",2020-03-14,"Duke Energy Carolinas","DUK","Demand","Eastern","220862","megawatthours"
"441",2020-03-14,"New York Independent System Operator","NYIS","Demand","Eastern","362292","megawatthours"
"442",2020-03-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","1872550","megawatthours"
"443",2020-03-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","514647","megawatthours"
"444",2020-03-14,"Tennessee Valley Authority","TVA","Demand","Eastern","363668","megawatthours"
"445",2020-03-15,"Duke Energy Progress East","CPLE","Demand","Eastern","127738","megawatthours"
"446",2020-03-15,"Duke Energy Carolinas","DUK","Demand","Eastern","222753","megawatthours"
"447",2020-03-15,"New York Independent System Operator","NYIS","Demand","Eastern","353826","megawatthours"
"448",2020-03-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","1893174","megawatthours"
"449",2020-03-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","500711","megawatthours"
"450",2020-03-15,"Tennessee Valley Authority","TVA","Demand","Eastern","373329","megawatthours"
"451",2020-03-16,"Duke Energy Progress East","CPLE","Demand","Eastern","144215","megawatthours"
"452",2020-03-16,"Duke Energy Carolinas","DUK","Demand","Eastern","263528","megawatthours"
"453",2020-03-16,"New York Independent System Operator","NYIS","Demand","Eastern","391246","megawatthours"
"454",2020-03-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","2086319","megawatthours"
"455",2020-03-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","546406","megawatthours"
